epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,3370.15,0.58556,1.43241,1.254,0.73888,0.76617,0.81719,0.68022,0.59972,0.84384,1.1242,0.007228,0.007228,0.007228
16,3592.69,0.57289,1.4002,1.24365,0.73379,0.78005,0.82384,0.67682,0.63429,0.85498,1.18158,0.00703,0.00703,0.00703
17,3815.71,0.56011,1.37314,1.23559,0.78025,0.80781,0.8558,0.71733,0.61099,0.76944,1.1175,0.006832,0.006832,0.006832
18,4038.35,0.55834,1.33444,1.23076,0.81642,0.7682,0.85748,0.73458,0.56402,0.75571,1.06703,0.006634,0.006634,0.006634
19,4260.46,0.54719,1.30835,1.22209,0.81953,0.79277,0.87004,0.74325,0.57945,0.75069,1.08884,0.006436,0.006436,0.006436
20,4482.49,0.54827,1.2922,1.21965,0.79191,0.81821,0.86981,0.75107,0.54451,0.7204,1.04157,0.006238,0.006238,0.006238
21,4704.09,0.53596,1.26636,1.21302,0.84989,0.79625,0.87909,0.76672,0.52699,0.68806,1.01856,0.00604,0.00604,0.00604
22,4925.47,0.53365,1.24305,1.21494,0.83541,0.8309,0.88217,0.76465,0.51989,0.68434,1.0149,0.005842,0.005842,0.005842
23,5147.11,0.52682,1.24181,1.21026,0.84166,0.81596,0.8885,0.77226,0.52683,0.67425,1.01951,0.005644,0.005644,0.005644
24,5369.13,0.5174,1.20056,1.20392,0.82821,0.8489,0.89595,0.7888,0.50274,0.6435,0.99343,0.005446,0.005446,0.005446
25,5591.5,0.51102,1.19093,1.19741,0.83299,0.84582,0.90209,0.7946,0.50064,0.63974,1.00168,0.005248,0.005248,0.005248
26,5813.63,0.50612,1.16745,1.19179,0.83578,0.8348,0.89976,0.79561,0.49783,0.62758,0.99148,0.00505,0.00505,0.00505
27,6035.35,0.50244,1.13919,1.18935,0.86872,0.83941,0.91259,0.81807,0.46984,0.59803,0.95753,0.004852,0.004852,0.004852
28,6257.09,0.49743,1.12625,1.18368,0.86587,0.84356,0.913,0.81857,0.45695,0.5878,0.93134,0.004654,0.004654,0.004654
29,6479.86,0.48901,1.1097,1.18021,0.83888,0.85508,0.90925,0.81626,0.47046,0.60602,0.95144,0.004456,0.004456,0.004456
30,6702.13,0.48921,1.08958,1.1812,0.86448,0.86586,0.92005,0.83225,0.45223,0.57472,0.93514,0.004258,0.004258,0.004258
31,6924.5,0.48107,1.07843,1.17508,0.86811,0.85832,0.91965,0.83217,0.44634,0.56706,0.9295,0.00406,0.00406,0.00406
32,7152.52,0.48011,1.0589,1.17295,0.86157,0.87185,0.92096,0.83457,0.44886,0.56509,0.92971,0.003862,0.003862,0.003862
33,7382.5,0.46935,1.04903,1.16711,0.87127,0.86243,0.92059,0.83222,0.44947,0.56998,0.93202,0.003664,0.003664,0.003664
34,7612.63,0.46483,1.02747,1.1608,0.86482,0.86038,0.92286,0.84171,0.42995,0.55555,0.90218,0.003466,0.003466,0.003466
35,7843.26,0.45958,1.00095,1.15816,0.89359,0.86325,0.93025,0.85589,0.42422,0.53801,0.89811,0.003268,0.003268,0.003268
36,8073.99,0.45444,0.98479,1.1552,0.88461,0.85507,0.92879,0.85224,0.42279,0.5372,0.89743,0.00307,0.00307,0.00307
37,8303.89,0.45214,0.97472,1.15338,0.89863,0.86357,0.93251,0.85582,0.42077,0.53599,0.8921,0.002872,0.002872,0.002872
38,8534.97,0.44861,0.95738,1.14904,0.88912,0.86067,0.93301,0.85918,0.40774,0.53335,0.88025,0.002674,0.002674,0.002674
39,8766,0.44414,0.94231,1.148,0.87918,0.86866,0.92913,0.85563,0.40901,0.5359,0.8853,0.002476,0.002476,0.002476
40,8996.44,0.43808,0.93798,1.14398,0.88473,0.87059,0.93057,0.85666,0.40066,0.53323,0.87333,0.002278,0.002278,0.002278
41,9228.69,0.31745,0.41548,1.1284,0.8941,0.85324,0.93089,0.86276,0.39375,0.52531,0.8695,0.00208,0.00208,0.00208
42,9460.69,0.30335,0.3741,1.11189,0.87328,0.87819,0.93367,0.86929,0.38908,0.51441,0.87028,0.001882,0.001882,0.001882
43,9691.78,0.29614,0.35146,1.10406,0.87304,0.89254,0.93418,0.87064,0.38651,0.51506,0.8649,0.001684,0.001684,0.001684
44,9923.35,0.2884,0.33039,1.09181,0.89605,0.8674,0.93397,0.87336,0.37957,0.51654,0.85939,0.001486,0.001486,0.001486
45,10156.7,0.28157,0.30721,1.08818,0.85842,0.90192,0.93265,0.87391,0.37863,0.51547,0.85928,0.001288,0.001288,0.001288
46,10389.2,0.27338,0.2909,1.0782,0.86699,0.90348,0.93188,0.87375,0.37362,0.51245,0.8527,0.00109,0.00109,0.00109
47,10620.6,0.26458,0.27948,1.06783,0.88644,0.88039,0.9302,0.87174,0.37459,0.52102,0.85742,0.000892,0.000892,0.000892
48,10851.1,0.25787,0.26114,1.06589,0.8856,0.88595,0.93162,0.87296,0.37226,0.51963,0.85645,0.000694,0.000694,0.000694
49,11082.1,0.2532,0.24456,1.05917,0.86448,0.90085,0.93139,0.87242,0.37231,0.52156,0.85563,0.000496,0.000496,0.000496
50,11313,0.24669,0.23234,1.05499,0.89021,0.87902,0.93148,0.87336,0.37072,0.51793,0.85382,0.000298,0.000298,0.000298
